行业,股票,时间,产权比率,保守速动比率,偿债能力指标,净利润(元),净利润同比增长率,净资产收益率,净资产收益率-摊薄,基本每股收益(元),存货周转天数(天),存货周转率(次),应收账款周转天数(天),成长能力指标,扣非净利润(元),扣非净利润同比增长率,每股净资产(元),每股指标,每股未分配利润(元),每股经营现金流(元),每股资本公积金(元),流动比率,盈利能力指标,营业周期(天),营业总收入(元),营业总收入同比增长率,资产负债率,运营能力指标,速动比率,销售净利率,销售毛利率
医药行业,信立泰,2020-12-31,0.24,1.49,   ,6086.50万,-91.49%,1.03%,1.11%,0.0600,189.98,1.89,71.07,   ,386.09万,-99.40%,5.27,   ,4.12,1.31,--,1.94,   ,261.06,27.39亿,-38.74%,19.18%,   ,1.50,1.83%,69.05%
医药行业,信立泰,2021-03-31,0.21,1.66,   ,1.55亿,3.31%,2.78%,2.74%,0.1500,168.26,0.53,47.11,   ,1.48亿,9.30%,5.42,   ,4.26,0.11,--,2.21,   ,215.37,7.66亿,-11.56%,17.28%,   ,1.70,19.81%,71.94%
医药行业,信立泰,2021-06-30,0.15,4.11,   ,2.37亿,20.50%,3.98%,2.94%,0.2200,195.55,0.92,57.51,   ,2.19亿,31.63%,7.24,   ,4.07,0.28,1.73,4.78,   ,253.06,13.76亿,-10.38%,12.91%,   ,4.26,16.84%,73.06%
医药行业,信立泰,2021-09-30,0.16,3.43,   ,3.92亿,46.53%,5.97%,4.93%,0.3800,185.96,1.45,53.15,   ,3.37亿,45.53%,7.13,   ,4.18,0.76,1.73,3.97,   ,239.12,21.87亿,2.50%,13.90%,   ,3.55,17.72%,74.39%
医药行业,信立泰,2021-12-31,0.15,3.80,   ,5.34亿,776.90%,7.60%,6.64%,0.5000,184.25,1.95,48.14,   ,2.83亿,7237.88%,7.21,   ,4.31,1.06,1.73,4.35,   ,232.38,30.58亿,11.68%,12.96%,   ,3.89,17.27%,74.06%
医药行业,信立泰,2022-03-31,0.20,2.89,   ,2.37亿,53.11%,2.94%,2.95%,0.2200,168.54,0.53,41.65,   ,1.82亿,22.88%,7.21,   ,4.52,0.15,1.73,3.34,   ,210.19,9.35亿,22.11%,16.94%,   ,2.98,25.32%,75.07%
医药行业,信立泰,2022-06-30,0.24,2.49,   ,3.48亿,46.96%,4.32%,4.54%,0.3100,196.96,0.91,47.82,   ,2.83亿,29.44%,6.88,   ,4.23,0.37,1.71,2.84,   ,244.78,16.68亿,21.20%,19.34%,   ,2.51,20.82%,74.95%
医药行业,信立泰,2022-09-30,0.22,2.61,   ,5.40亿,37.68%,6.50%,6.90%,0.4900,181.43,1.49,48.53,   ,4.67亿,38.68%,7.02,   ,4.40,0.63,1.65,3.02,   ,229.96,25.48亿,16.50%,17.75%,   ,2.67,21.12%,74.17%
医药行业,信立泰,2022-12-31,0.22,2.20,   ,6.37亿,19.34%,8.13%,8.02%,0.5800,174.63,2.06,46.29,   ,5.52亿,94.77%,7.12,   ,4.49,0.87,1.67,2.94,   ,220.92,34.82亿,13.85%,18.23%,   ,2.24,18.21%,71.46%
医药行业,信立泰,2023-03-31,0.18,2.53,   ,2.11亿,-11.15%,2.62%,2.59%,0.1900,186.72,0.48,53.63,   ,1.90亿,4.57%,7.31,   ,4.68,0.11,1.68,3.46,   ,240.35,8.88亿,-5.10%,15.35%,   ,2.63,23.51%,70.94%
医药行业,信立泰,2023-06-30,0.22,2.39,   ,3.38亿,-3.04%,4.21%,4.35%,0.3000,177.60,1.01,59.51,   ,3.03亿,6.93%,6.97,   ,4.30,0.32,1.69,3.42,   ,237.12,16.84亿,0.97%,17.91%,   ,2.46,19.94%,68.93%
医药行业,信立泰,2023-09-30,0.19,2.66,   ,4.79亿,-11.20%,6.04%,6.06%,0.4300,174.97,1.54,52.66,   ,4.25亿,-8.93%,7.10,   ,4.43,0.48,1.69,3.95,   ,227.63,24.56亿,-3.61%,15.74%,   ,2.81,19.43%,68.06%
医药行业,信邦制药,2014-12-31,1.15,0.83,   ,1.45亿,259.79%,7.63%,6.04%,0.1298,85.32,4.22,90.53,   ,1.29亿,256.68%,4.79,   ,0.73,-0.40,2.97,1.23,   ,175.84,24.76亿,334.81%,52.94%,   ,0.83,6.21%,25.78%
医药行业,信邦制药,2015-03-31,1.22,0.75,   ,3305.03万,438.83%,1.37%,1.36%,0.0200,72.62,1.24,114.18,   ,3186.12万,997.30%,4.86,   ,0.80,-0.12,2.97,1.16,   ,186.80,8.53亿,657.95%,54.35%,   ,0.75,4.00%,18.30%
医药行业,信邦制药,2015-06-30,1.42,0.77,   ,8141.59万,75.68%,3.35%,3.32%,0.0700,75.08,2.40,122.92,   ,8029.93万,94.31%,1.96,   ,0.33,-0.05,0.59,1.10,   ,198.00,17.85亿,127.58%,57.30%,   ,0.77,4.72%,20.93%
医药行业,信邦制药,2015-09-30,1.48,0.77,   ,1.31亿,51.76%,5.35%,5.24%,0.1000,71.25,3.79,118.21,   ,1.26亿,57.55%,2.00,   ,0.37,0.07,0.59,1.09,   ,189.47,28.69亿,84.27%,58.44%,   ,0.77,4.70%,20.65%
医药行业,信邦制药,2015-12-31,1.51,0.70,   ,1.74亿,20.45%,7.07%,6.86%,0.1400,62.89,5.72,108.90,   ,1.58亿,22.71%,2.03,   ,0.40,0.17,0.59,1.01,   ,171.78,41.80亿,68.80%,58.97%,   ,0.70,4.03%,20.60%
医药行业,信邦制药,2016-03-31,0.64,1.13,   ,4360.87万,31.95%,1.00%,0.70%,0.0300,63.62,1.41,112.68,   ,4641.60万,45.68%,3.64,   ,0.32,0.0100,2.29,1.46,   ,176.30,11.61亿,36.08%,38.57%,   ,1.13,2.78%,18.66%
医药行业,信邦制药,2016-06-30,0.67,0.98,   ,1.30亿,59.64%,2.44%,2.09%,0.0800,60.55,2.97,123.36,   ,1.16亿,44.12%,3.65,   ,0.34,-0.08,2.28,1.37,   ,183.90,24.69亿,38.36%,39.82%,   ,0.98,4.87%,20.19%
医药行业,信邦制药,2016-09-30,0.70,0.97,   ,2.00亿,52.69%,3.54%,3.18%,0.1200,67.74,3.99,132.55,   ,1.64亿,30.14%,3.69,   ,0.38,-0.16,2.28,1.36,   ,200.29,37.33亿,30.11%,40.83%,   ,0.97,5.21%,21.01%
医药行业,信邦制药,2016-12-31,0.68,1.03,   ,2.46亿,41.08%,4.25%,3.87%,0.1500,60.43,5.96,128.23,   ,1.86亿,17.82%,3.73,   ,0.41,-0.12,2.29,1.32,   ,188.66,51.57亿,23.38%,39.94%,   ,1.03,4.71%,21.49%
医药行业,信邦制药,2017-03-31,0.69,1.00,   ,5241.15万,20.19%,0.82%,0.82%,0.0300,58.82,1.53,153.56,   ,4721.89万,1.73%,3.76,   ,0.44,-0.0100,2.29,1.29,   ,212.37,13.54亿,16.63%,40.52%,   ,1.00,3.11%,18.29%
医药行业,信邦制药,2017-06-30,0.76,1.01,   ,1.47亿,12.74%,2.28%,2.27%,0.0900,58.72,3.07,150.93,   ,1.39亿,20.39%,3.78,   ,0.47,-0.0034,2.29,1.25,   ,209.65,27.50亿,11.36%,42.68%,   ,1.01,5.13%,20.30%
医药行业,信邦制药,2017-09-30,0.76,0.99,   ,2.47亿,23.30%,3.82%,3.77%,0.1400,53.90,5.01,145.80,   ,2.37亿,44.74%,3.84,   ,0.52,0.07,2.29,1.23,   ,199.71,43.76亿,17.22%,42.65%,   ,0.99,5.57%,21.41%
医药行业,信邦制药,2017-12-31,0.79,1.06,   ,3.19亿,29.82%,4.93%,4.83%,0.1900,54.79,6.57,138.24,   ,2.98亿,60.45%,3.88,   ,0.57,0.12,2.29,1.30,   ,193.02,60.02亿,16.39%,43.47%,   ,1.06,5.52%,20.93%
医药行业,信邦制药,2018-03-31,0.82,1.01,   ,7365.63万,40.53%,1.14%,1.16%,0.0400,56.07,1.61,149.28,   ,7263.06万,53.82%,3.74,   ,0.61,-0.06,2.28,1.26,   ,205.35,15.12亿,11.66%,44.59%,   ,1.01,4.17%,21.81%
医药行业,信邦制药,2018-06-30,0.91,0.99,   ,1.96亿,33.51%,3.03%,3.04%,0.1200,57.30,3.14,145.90,   ,1.78亿,28.03%,3.86,   ,0.67,-0.23,2.18,1.25,   ,203.20,32.74亿,19.06%,46.84%,   ,0.99,5.98%,23.05%
医药行业,信邦制药,2018-09-30,0.87,0.99,   ,2.64亿,7.02%,4.08%,4.04%,0.1600,60.03,4.50,143.56,   ,2.45亿,3.52%,3.92,   ,0.71,-0.23,2.18,1.26,   ,203.59,50.25亿,14.83%,45.80%,   ,0.99,5.30%,21.59%
医药行业,信邦制药,2018-12-31,1.14,0.98,   ,-12.97亿,-505.97%,-22.50%,-26.10%,-0.8000,61.01,5.90,139.82,   ,-13.00亿,-535.92%,2.98,   ,-0.22,-0.13,2.17,1.25,   ,200.83,65.80亿,9.63%,52.38%,   ,0.98,-19.50%,21.79%
医药行业,信邦制药,2019-03-31,1.19,0.96,   ,6180.63万,-16.09%,1.24%,1.30%,0.0400,73.18,1.23,158.17,   ,6134.79万,-15.53%,2.86,   ,-0.18,0.07,2.17,1.21,   ,231.35,15.61亿,3.27%,53.36%,   ,0.96,3.16%,19.47%
医药行业,信邦制药,2019-06-30,1.09,0.98,   ,1.21亿,-37.99%,2.41%,2.52%,0.0700,68.40,2.63,155.29,   ,1.17亿,-34.54%,2.89,   ,-0.15,0.18,2.17,1.23,   ,223.70,32.78亿,0.12%,51.03%,   ,0.98,3.55%,20.94%
医药行业,信邦制药,2019-09-30,1.06,0.95,   ,2.00亿,-24.16%,3.95%,4.10%,0.1200,68.96,3.92,151.32,   ,1.96亿,-20.09%,2.93,   ,-0.10,0.34,2.17,1.22,   ,220.28,50.18亿,-0.14%,50.64%,   ,0.95,3.98%,21.40%
医药行业,信邦制药,2019-12-31,1.11,0.92,   ,2.36亿,118.22%,4.85%,4.89%,0.1500,70.70,5.09,148.96,   ,2.31亿,117.79%,2.90,   ,-0.08,0.53,2.17,1.23,   ,219.66,66.55亿,1.14%,51.55%,   ,0.97,3.96%,22.01%
医药行业,信邦制药,2020-03-31,1.13,0.94,   ,-1301.65万,-121.06%,-0.27%,-0.27%,-0.0100,83.99,1.07,195.40,   ,-1277.13万,-120.82%,2.84,   ,-0.08,0.13,2.17,1.23,   ,279.39,12.46亿,-20.22%,52.05%,   ,0.99,-3.24%,15.78%
医药行业,信邦制药,2020-06-30,1.02,1.09,   ,3574.86万,-70.53%,0.74%,0.75%,0.0225,74.35,2.42,178.11,   ,3617.57万,-69.02%,2.87,   ,-0.07,0.24,2.17,1.38,   ,252.46,27.03亿,-17.55%,49.22%,   ,1.15,1.09%,19.51%
医药行业,信邦制药,2020-09-30,0.99,1.14,   ,1.23亿,-38.44%,2.55%,2.53%,0.0800,72.79,3.71,169.06,   ,1.22亿,-37.51%,2.92,   ,-0.0100,0.31,2.17,1.41,   ,241.84,42.80亿,-14.72%,48.52%,   ,1.19,3.44%,21.09%
医药行业,信邦制药,2020-12-31,0.91,1.09,   ,1.74亿,-26.57%,3.56%,3.53%,0.1100,72.01,5.00,160.65,   ,1.99亿,-13.90%,2.95,   ,0.02,0.45,2.17,1.36,   ,232.66,58.46亿,-12.16%,46.51%,   ,1.11,3.77%,21.42%
医药行业,信邦制药,2021-03-31,0.88,1.13,   ,7218.11万,654.54%,1.46%,1.45%,0.0500,65.35,1.38,148.83,   ,6854.96万,636.75%,2.99,   ,0.06,0.04,2.17,1.39,   ,214.18,14.60亿,17.21%,45.68%,   ,1.14,5.34%,21.08%
医药行业,信邦制药,2021-06-30,0.53,1.51,   ,1.53亿,326.95%,3.05%,2.32%,0.0964,64.53,2.79,150.16,   ,1.45亿,299.49%,3.24,   ,0.09,0.10,2.35,1.87,   ,214.69,30.98亿,14.64%,33.90%,   ,1.52,5.11%,20.60%
医药行业,信邦制药,2021-09-30,0.43,1.57,   ,2.10亿,70.50%,3.81%,3.21%,0.1233,64.94,4.16,148.21,   ,2.25亿,84.09%,3.23,   ,0.12,0.14,2.31,2.06,   ,213.15,47.23亿,10.36%,29.16%,   ,1.60,5.14%,20.99%
医药行业,信邦制药,2021-12-31,0.42,1.54,   ,2.73亿,57.25%,4.73%,4.12%,0.1500,62.55,5.76,147.58,   ,2.90亿,45.74%,3.27,   ,0.13,0.23,2.31,2.02,   ,210.14,64.72亿,10.71%,29.08%,   ,1.56,5.78%,20.90%
医药行业,信邦制药,2022-03-31,0.39,1.63,   ,7347.72万,1.80%,1.10%,1.10%,0.0400,65.15,1.38,165.84,   ,7267.90万,6.02%,3.30,   ,0.17,0.07,2.31,2.11,   ,230.99,15.78亿,8.10%,27.61%,   ,1.65,5.04%,19.41%
医药行业,信邦制药,2022-06-30,0.42,1.61,   ,1.31亿,-13.84%,1.97%,1.97%,0.0676,66.48,2.71,162.34,   ,1.24亿,-13.92%,3.29,   ,0.14,0.22,2.33,2.04,   ,228.82,31.44亿,1.46%,29.03%,   ,1.63,4.96%,20.09%
医药行业,信邦制药,2022-09-30,0.43,1.61,   ,2.41亿,14.73%,3.60%,3.56%,0.1240,69.71,3.87,166.79,   ,2.04亿,-9.57%,3.34,   ,0.20,0.26,2.33,2.06,   ,236.50,46.86亿,-0.78%,29.51%,   ,1.63,5.91%,20.21%
医药行业,信邦制药,2022-12-31,0.40,1.62,   ,2.24亿,-17.73%,3.36%,3.30%,0.1200,69.03,5.22,164.53,   ,2.24亿,-22.62%,3.50,   ,0.19,0.30,2.26,2.16,   ,233.56,63.50亿,-1.88%,27.86%,   ,1.65,4.23%,19.16%
医药行业,信邦制药,2023-03-31,0.40,1.66,   ,5294.48万,-27.94%,0.77%,0.77%,0.0300,71.79,1.25,167.16,   ,5127.41万,-29.45%,3.53,   ,0.22,0.0011,2.26,2.19,   ,238.96,16.05亿,1.70%,27.94%,   ,1.69,3.90%,18.13%
医药行业,信邦制药,2023-06-30,0.37,1.77,   ,1.56亿,18.65%,2.27%,2.28%,0.0803,70.08,2.57,166.90,   ,1.55亿,24.71%,3.52,   ,0.21,0.09,2.26,2.29,   ,236.98,32.56亿,3.59%,26.52%,   ,1.80,5.88%,19.50%
医药行业,信邦制药,2023-09-30,0.36,1.82,   ,2.47亿,2.30%,3.59%,3.59%,0.1270,73.13,3.69,161.83,   ,2.47亿,21.24%,3.53,   ,0.26,0.37,2.26,2.37,   ,234.96,48.23亿,2.92%,25.78%,   ,1.85,6.29%,19.96%
医药行业,冠福股份,2014-12-31,1.18,0.37,   ,569.12万,-79.70%,0.85%,0.28%,0.0100,75.66,4.76,37.51,   ,-7834.72万,23.80%,3.23,   ,0.21,-0.27,1.89,0.71,   ,113.17,18.74亿,0.36%,53.89%,   ,0.37,0.17%,11.85%
医药行业,冠福股份,2015-03-31,0.71,0.70,   ,2442.21万,1327.83%,1.05%,0.92%,0.0340,117.07,0.77,67.45,   ,2229.99万,2833.27%,3.62,   ,0.22,0.14,2.30,1.10,   ,184.52,3.79亿,110.22%,41.27%,   ,0.70,6.36%,23.97%
医药行业,冠福股份,2015-06-30,0.76,0.50,   ,2909.39万,1043.54%,1.24%,1.10%,0.0400,114.99,1.57,55.16,   ,570.88万,360.80%,3.63,   ,0.23,0.18,2.30,0.86,   ,170.15,8.70亿,27.19%,42.98%,   ,0.50,3.27%,21.67%
医药行业,冠福股份,2015-09-30,0.81,0.49,   ,5382.38万,4525.12%,2.29%,2.01%,0.0246,172.93,1.56,89.49,   ,2938.40万,840.85%,3.67,   ,0.26,0.16,2.30,0.87,   ,262.42,9.89亿,-19.45%,44.57%,   ,0.49,5.29%,29.15%
医药行业,冠福股份,2015-12-31,0.68,1.47,   ,1.93亿,3296.32%,7.53%,6.74%,0.2700,92.14,3.91,60.24,   ,-3200.45万,59.15%,3.93,   ,0.45,0.09,2.31,1.61,   ,152.38,13.16亿,-29.76%,40.29%,   ,1.47,14.53%,24.57%
医药行业,冠福股份,2016-03-31,0.63,1.61,   ,3889.16万,59.25%,1.35%,1.34%,0.0534,41.37,2.18,74.31,   ,3626.97万,62.65%,3.99,   ,0.50,-0.12,2.31,1.75,   ,115.68,2.79亿,-26.41%,38.19%,   ,1.61,13.63%,28.23%
医药行业,冠福股份,2016-06-30,0.61,1.32,   ,8103.06万,178.51%,2.79%,2.75%,0.1112,55.85,3.22,62.30,   ,4754.45万,732.83%,4.04,   ,0.56,0.04,2.31,1.51,   ,118.15,5.25亿,-39.67%,37.52%,   ,1.32,15.25%,31.48%
医药行业,冠福股份,2016-09-30,0.57,1.13,   ,1.22亿,126.62%,4.17%,4.03%,0.0558,66.20,4.08,58.48,   ,7288.87万,148.06%,1.38,   ,0.21,0.0073,0.10,1.34,   ,124.68,7.20亿,-27.16%,35.94%,   ,1.13,16.74%,31.14%
医药行业,冠福股份,2016-12-31,0.56,0.99,   ,2.45亿,26.96%,8.17%,5.39%,0.1120,120.94,2.98,88.07,   ,8599.48万,368.70%,1.80,   ,0.23,0.0062,0.51,1.43,   ,209.01,8.87亿,-32.60%,35.58%,   ,0.99,27.90%,32.38%
医药行业,冠福股份,2017-03-31,0.46,1.03,   ,3339.73万,-14.13%,0.71%,0.66%,0.0127,17.03,5.29,16.27,   ,5190.90万,43.12%,1.92,   ,0.23,-0.0026,0.63,1.57,   ,33.30,17.21亿,517.46%,31.46%,   ,1.03,1.89%,6.13%
医药行业,冠福股份,2017-06-30,0.48,0.91,   ,7860.16万,-3.00%,1.71%,1.54%,0.0302,22.86,7.87,15.65,   ,8606.31万,81.02%,1.94,   ,0.25,-0.07,0.63,1.58,   ,38.51,39.21亿,647.00%,32.10%,   ,0.91,1.99%,5.21%
医药行业,冠福股份,2017-09-30,0.56,0.58,   ,1.42亿,16.74%,2.85%,2.76%,0.0545,22.28,12.12,16.27,   ,1.46亿,100.16%,1.96,   ,0.27,-0.12,0.63,1.43,   ,38.55,62.51亿,768.16%,35.73%,   ,0.58,2.26%,5.32%
医药行业,冠福股份,2017-12-31,0.54,0.65,   ,2.83亿,15.14%,5.55%,5.32%,0.1080,19.96,18.04,14.69,   ,2.81亿,227.33%,2.02,   ,0.32,0.13,0.63,1.33,   ,34.64,97.36亿,997.36%,34.95%,   ,0.65,2.86%,6.58%
医药行业,冠福股份,2018-03-31,0.52,0.56,   ,2.62亿,684.20%,4.81%,4.70%,0.0994,23.96,3.76,17.96,   ,2.43亿,367.54%,2.12,   ,0.42,-0.02,0.63,1.39,   ,41.91,32.01亿,85.96%,34.25%,   ,0.56,8.16%,11.78%
医药行业,冠福股份,2018-06-30,0.69,0.41,   ,3.29亿,318.26%,6.01%,5.97%,0.1249,24.75,7.27,14.74,   ,3.08亿,258.02%,2.09,   ,0.39,0.05,0.63,1.19,   ,39.49,71.40亿,82.11%,40.52%,   ,0.41,4.58%,7.61%
医药行业,冠福股份,2018-09-30,0.52,0.49,   ,3.93亿,176.05%,7.14%,7.06%,0.1492,25.23,10.70,12.94,   ,3.69亿,152.63%,2.11,   ,0.42,0.13,0.63,1.23,   ,38.16,107.38亿,71.78%,34.01%,   ,0.49,3.64%,6.42%
医药行业,冠福股份,2018-12-31,2.12,0.24,   ,-27.12亿,-1059.99%,-68.62%,-110.05%,-1.0299,26.98,13.34,11.13,   ,3.95亿,40.44%,0.94,   ,-0.76,0.07,0.63,0.69,   ,38.12,142.93亿,46.81%,68.14%,   ,0.24,-19.35%,5.23%
医药行业,冠福股份,2019-03-31,2.13,0.36,   ,1.58亿,-39.83%,6.00%,6.01%,0.0598,35.41,2.54,15.48,   ,1.48亿,-38.82%,1.00,   ,-0.70,-0.06,0.63,0.83,   ,50.88,34.10亿,6.53%,68.19%,   ,0.36,4.62%,7.37%
医药行业,冠福股份,2019-06-30,1.95,0.27,   ,2.79亿,-15.09%,10.72%,10.17%,0.1060,34.74,5.18,13.46,   ,3.10亿,0.68%,1.04,   ,-0.65,0.04,0.63,0.76,   ,48.20,69.14亿,-3.17%,66.30%,   ,0.27,4.07%,7.50%
医药行业,冠福股份,2019-09-30,1.63,0.38,   ,6.41亿,63.13%,23.02%,20.66%,0.2435,32.67,8.27,15.25,   ,3.55亿,-3.65%,1.18,   ,-0.52,0.12,0.63,0.82,   ,47.92,111.66亿,3.98%,60.86%,   ,0.38,5.77%,6.32%
医药行业,冠福股份,2019-12-31,1.53,0.29,   ,6.89亿,125.41%,24.53%,21.65%,0.2617,32.63,11.03,8.71,   ,3.60亿,-8.98%,1.21,   ,-0.50,0.35,0.65,0.75,   ,41.34,159.36亿,11.49%,59.55%,   ,0.29,4.20%,5.69%
医药行业,冠福股份,2020-03-31,1.62,0.22,   ,8371.02万,-46.88%,2.37%,2.56%,0.0318,72.56,1.24,19.48,   ,3727.84万,-74.89%,1.24,   ,-0.47,0.07,0.65,0.68,   ,92.04,19.20亿,-43.68%,60.94%,   ,0.22,4.38%,6.16%
医药行业,冠福股份,2020-06-30,1.75,0.24,   ,1.56亿,-44.27%,4.77%,4.66%,0.0591,44.69,4.03,14.93,   ,1.50亿,-51.74%,1.27,   ,-0.44,0.41,0.65,0.61,   ,59.62,58.52亿,-15.36%,62.81%,   ,0.24,2.55%,4.51%
医药行业,冠福股份,2020-09-30,1.70,0.21,   ,2.87亿,-55.29%,8.62%,8.26%,0.1089,44.35,6.09,13.44,   ,2.14亿,-39.64%,1.32,   ,-0.39,0.38,0.65,0.63,   ,57.78,90.76亿,-18.72%,62.09%,   ,0.21,3.07%,4.41%
医药行业,冠福股份,2020-12-31,1.73,0.19,   ,1.26亿,-81.79%,3.87%,3.78%,0.0477,38.65,9.32,11.73,   ,4309.57万,-88.02%,1.26,   ,-0.45,0.42,0.65,0.56,   ,50.37,128.42亿,-19.42%,62.60%,   ,0.19,0.81%,3.75%
医药行业,冠福股份,2021-03-31,1.74,0.17,   ,5315.47万,-36.50%,2.01%,1.58%,0.0202,42.45,2.12,11.84,   ,6714.14万,80.11%,1.28,   ,-0.43,-0.03,0.65,0.61,   ,54.28,29.88亿,55.62%,62.66%,   ,0.17,1.99%,4.48%
医药行业,冠福股份,2021-06-30,1.76,0.19,   ,8317.71万,-46.53%,2.48%,2.45%,0.0316,37.08,4.85,9.31,   ,1.21亿,-19.47%,1.29,   ,-0.42,0.03,0.65,0.64,   ,46.38,65.58亿,12.07%,62.94%,   ,0.19,1.37%,3.66%
医药行业,冠福股份,2021-09-30,1.61,0.16,   ,2.69亿,-6.26%,7.79%,7.49%,0.1020,37.96,7.11,9.97,   ,1.78亿,-16.80%,1.36,   ,-0.35,0.02,0.65,0.65,   ,47.93,97.82亿,7.78%,60.77%,   ,0.16,2.98%,3.55%
医药行业,冠福股份,2021-12-31,1.70,0.18,   ,1.01亿,-19.46%,3.00%,2.96%,0.0384,34.68,10.38,10.26,   ,3697.72万,-14.20%,1.30,   ,-0.41,0.09,0.65,0.81,   ,44.94,135.33亿,5.38%,62.05%,   ,0.18,0.90%,3.32%
医药行业,冠福股份,2022-03-31,1.66,0.21,   ,1.15亿,116.82%,3.32%,3.26%,0.0438,43.99,2.05,13.36,   ,7947.94万,18.38%,1.34,   ,-0.37,0.0100,0.65,0.84,   ,57.35,28.12亿,-5.89%,61.46%,   ,0.21,4.40%,4.37%
医药行业,冠福股份,2022-06-30,1.37,0.24,   ,5.95亿,615.22%,16.01%,14.82%,0.2259,47.31,3.80,12.68,   ,1.65亿,36.48%,1.52,   ,-0.19,-0.05,0.65,0.89,   ,59.99,56.31亿,-14.14%,56.87%,   ,0.24,10.81%,4.10%
医药行业,冠福股份,2022-09-30,1.27,0.28,   ,6.63亿,146.78%,17.68%,16.25%,0.2518,44.79,6.03,10.46,   ,2.22亿,24.47%,1.55,   ,-0.16,-0.09,0.65,1.07,   ,55.25,90.54亿,-7.44%,55.00%,   ,0.28,7.46%,3.29%
医药行业,冠福股份,2022-12-31,1.33,0.39,   ,4.44亿,339.70%,12.21%,11.51%,0.1688,44.37,8.11,11.96,   ,3222.93万,-12.84%,1.47,   ,-0.25,-0.28,0.65,1.15,   ,56.32,122.60亿,-9.40%,56.12%,   ,0.39,3.78%,2.96%
医药行业,冠福股份,2023-03-31,1.18,0.43,   ,8542.22万,-25.88%,2.19%,2.16%,0.0324,53.18,1.69,14.30,   ,6805.16万,-14.38%,1.50,   ,-0.21,-0.05,0.65,1.18,   ,67.48,29.63亿,5.36%,53.17%,   ,0.43,3.25%,4.15%
医药行业,冠福股份,2023-06-30,0.97,0.57,   ,3.02亿,-49.32%,7.51%,7.24%,0.1145,57.36,3.14,15.49,   ,1.34亿,-18.30%,1.58,   ,-0.13,-0.15,0.65,1.30,   ,72.85,53.47亿,-5.03%,48.36%,   ,0.57,5.89%,3.71%
医药行业,冠福股份,2023-09-30,1.03,0.59,   ,3.30亿,-50.29%,8.18%,7.86%,0.1252,59.17,4.56,15.23,   ,1.42亿,-35.96%,1.59,   ,-0.12,-0.13,0.65,1.35,   ,74.40,79.38亿,-12.33%,49.90%,   ,0.59,4.28%,3.16%
医药行业,创新医疗,2014-12-31,1.17,0.21,   ,-1084.16万,-145.72%,-2.22%,-2.27%,-0.0500,"2,215.38",0.16,210.74,   ,-2196.45万,-216.53%,2.33,   ,1.02,0.05,0.19,1.58,   ,"2,426.12",1.83亿,-38.72%,54.01%,   ,0.21,-5.91%,38.74%
医药行业,创新医疗,2015-03-31,1.21,0.19,   ,-679.69万,-195.96%,-1.43%,-1.44%,-0.0300,"2,343.75",0.04,191.82,   ,-690.09万,-1196.28%,2.30,   ,0.98,0.03,0.19,1.56,   ,"2,535.57",4090.59万,-28.95%,54.74%,   ,0.19,-16.62%,32.44%
医药行业,创新医疗,2015-06-30,1.19,0.17,   ,-1691.16万,-315.24%,-3.60%,-3.66%,-0.0800,"2,593.66",0.07,191.20,   ,-1706.56万,-38026.21%,2.25,   ,0.93,0.08,0.19,1.56,   ,"2,784.86",7653.34万,-30.29%,54.43%,   ,0.17,-22.10%,34.11%
医药行业,创新医疗,2015-09-30,1.22,0.24,   ,-1671.56万,-582.54%,-3.55%,-3.62%,-0.0800,"2,516.31",0.11,194.20,   ,-1689.88万,-187.07%,2.25,   ,0.93,0.15,0.19,1.56,   ,"2,710.51",1.20亿,-23.39%,54.97%,   ,0.24,-13.93%,35.80%
医药行业,创新医疗,2015-12-31,1.60,0.27,   ,-6533.77万,-502.66%,-14.65%,-15.81%,-0.3200,"2,857.14",0.13,211.59,   ,-3205.74万,-45.95%,2.04,   ,0.71,0.17,0.19,1.41,   ,"3,068.73",1.37亿,-25.24%,61.48%,   ,0.27,-47.68%,33.59%
医药行业,创新医疗,2016-03-31,0.40,1.92,   ,2899.37万,526.58%,0.95%,0.85%,0.0700,530.97,0.17,66.93,   ,2923.49万,523.64%,7.51,   ,0.38,0.05,6.07,2.70,   ,597.91,1.97亿,382.70%,28.41%,   ,1.92,14.70%,36.69%
医药行业,创新医疗,2016-06-30,0.36,1.88,   ,5685.19万,436.17%,1.94%,1.64%,0.1400,602.01,0.30,65.92,   ,5099.27万,398.80%,7.57,   ,0.44,0.17,6.07,2.71,   ,667.93,3.73亿,387.20%,26.44%,   ,1.88,15.26%,40.76%
医药行业,创新医疗,2016-09-30,0.31,2.00,   ,6756.51万,504.20%,3.21%,1.95%,0.1600,568.78,0.47,62.76,   ,6938.22万,510.58%,7.60,   ,0.46,0.26,6.07,2.97,   ,631.54,5.67亿,372.03%,23.63%,   ,2.00,11.94%,38.37%
医药行业,创新医疗,2016-12-31,0.29,1.93,   ,1.15亿,275.57%,3.56%,3.25%,0.2638,572.61,0.63,50.32,   ,1.08亿,438.10%,7.73,   ,0.56,0.55,6.07,2.90,   ,622.93,7.63亿,456.61%,22.66%,   ,1.93,15.05%,38.70%
